"old_names","new_names"
"STM1131","STM1131(Salmonella)"
"hiuH","hiuH(Salmonella)"
"chbG","chbG(Salmonella)"
"nadE","nadE(Salmonella)"
"uup","uup(Salmonella)"
"ansA","ansA(Salmonella)"
"STM1046","STM1046(Salmonella)"
"STM1253","STM1253(Salmonella)"
"purB","purB(Salmonella)"
"lpxK","lpxK(Salmonella)"
"clpA","clpA(Salmonella)"
"STM0900","STM0900(Salmonella)"
"STM0855","STM0855(Salmonella)"
"pflF","ybiW(Salmonella)"
"citE","citE(Salmonella)"
"fepB","fepB(Salmonella)"
"modA","modA(Salmonella)"
"ybdK","ybdK(Salmonella)"
"STM0770","STM0770(Salmonella)"
"STM0765","STM0765(Salmonella)"
"STM0764","STM0764(Salmonella)"
"STM0573","STM0573(Salmonella)"
"STM0564","STM0564(Salmonella)"
"cydA","cydA(Salmonella)"
"yfdH","yfdH(Salmonella)"
"arcC","ybcF(Salmonella)"
"allR","allR(Salmonella)"
"aefA","aefA(Salmonella)"
"acrB","acrB(Salmonella)"
"ybaE","ybaE(Salmonella)"
"cyoE","cyoE(Salmonella)"
"ispA","ispA(Salmonella)"
"yajO","yajO(Salmonella)"
"ribD","ribD(Salmonella)"
"tgt","tgt(Salmonella)"
"STM0356","STM0356(Salmonella)"
"yfeJ","yfeJ(Salmonella)"
"pdxK","pdxK(Salmonella)"
"yiiZ","yiiZ"
"hilA","hilA(Salmonella)"
"nuoJ","nuoJ(Salmonella)"
"yejB","yejB(Salmonella)"
"yqaA","yqaA(Salmonella)"
"proA","proA(Salmonella)"
"cysA","cysA(Salmonella)"
"nlpD","nlpD(Salmonella)"
"prmC","prmC(Salmonella)"
"mod","mod(Salmonella)"
"ilvI","ilvI(Salmonella)"
"ilvD","ilvD(Salmonella)"
"yddE","yddE(Salmonella)"
"qor","qorA(Salmonella)"
"dgt","dgt(Salmonella)"
"argD","argD(Salmonella)"
"flhA","flhA(Salmonella)"
"flhB","flhB(Salmonella)"
"recQ","recQ(Salmonella)"
"murI","murI(Salmonella)"
"yejM","lapC(Salmonella)"
"spaS","spaS(Salmonella)"
"spaR","spaR(Salmonella)"
"spaO","spaO(Salmonella)"
"erfK","ldtA(Salmonella)"
"slyA","slyA(Salmonella)"
"rimK","rimK(Salmonella)"
"prc","prc(Salmonella)"
"eptB","eptB(Salmonella)"
"lpfE","lpfE(Salmonella)"
"lpfD","lpfD(Salmonella)"
"lpfC","lpfC(Salmonella)"
"lpfA","lpfA(Salmonella)"
"glnB","glnB(Salmonella)"
"cspC","cspC(Salmonella)"
"cspA","cspA(Salmonella)"
"prfC","prfC(Salmonella)"
"nrdI","nrdI(Salmonella)"
"nrdH","nrdH(Salmonella)"
"bglX","bglX(Salmonella)"
"dnaK","dnaK(Salmonella)"
"moeB","moeB(Salmonella)"
"moeA","moeA(Salmonella)"
"entD","entD(Salmonella)"
"prpC","prpC(Salmonella)"
"prpB","prpB(Salmonella)"
"era","era(Salmonella)"
"rnc","rnc(Salmonella)"
"apaG","apaG(Salmonella)"
"rsmA","rsmA(Salmonella)"
"yaaJ","yaaJ(Salmonella)"
"yaaA","yaaA(Salmonella)"
"stfG","stfG(Salmonella)"
"fhuD","fhuD(Salmonella)"
"stiC","stiC(Salmonella)"
"yadH","yadH(Salmonella)"
"ftsZ","ftsZ(Salmonella)"
"murG","murG(Salmonella)"
"rsmH","rsmH(Salmonella)"
"STM0098","STM0098(Salmonella)"
"dut","dut(Salmonella)"
"ybaB","ybaB(Salmonella)"
"rpoA","rpoA(Salmonella)"
"rpsH","rpsH(Salmonella)"
"rpsE","rpsE(Salmonella)"
"rpsC","rpsC(Salmonella)"
"rpsL","rpsL(Salmonella)"
"rpmI","rpmI(Salmonella)"
"rpmG","rpmG(Salmonella)"
"rplT","rplT(Salmonella)"
"rplK","rplK(Salmonella)"
"ndk","ndk(Salmonella)"
"rsxA","rsxA(Salmonella)"
"rppH","rppH(Salmonella)"
"fis","fis(Salmonella)"
"acpP","acpP(Salmonella)"
"pgk","pgk(Salmonella)"
"rluD","rluD(Salmonella)"
"pyrG","pyrG(Salmonella)"
"fnr","fnr(Salmonella)"
"crp","crp(Salmonella)"
"marR","marR(Salmonella)"
"lrp","lrp(Salmonella)"
"corA","corA(Salmonella)"
"rpoC","rpoC(Salmonella)"
"metR","metR(Salmonella)"
"hdfR","hdfR(Salmonella)"
"cra","cra(Salmonella)"
"trpS","trpS(Salmonella)"
"rhlB","rhlB(Salmonella)"
"zipA","zipA(Salmonella)"
"yjeM","yjeM(Salmonella)"
"uxuA","uxuA(Salmonella)"
"upp","upp(Salmonella)"
"marC","marC(Salmonella)"
"corC","corC"
"ubiE","ubiE(Salmonella)"
"gltX","gltX(Salmonella)"
"trpB","trpB(Salmonella)"
"trkA","trkA(Salmonella)"
"sapB","sapB(Salmonella)"
"livH","livH(Salmonella)"
"hisQ","hisQ(Salmonella)"
"hisM","hisM(Salmonella)"
"parE","parE(Salmonella)"
"gyrB","gyrB(Salmonella)"
"fadA","fadA(Salmonella)"
"yciH","yciH(Salmonella)"
"nanT","nanT(Salmonella)"
"smpB","smpB(Salmonella)"
"ssb","ssb(Salmonella)"
"cobB","cobB(Salmonella)"
"fliA","fliA(Salmonella)"
"glyA","glyA(Salmonella)"
"secE","secE(Salmonella)"
"fabG","fabG(Salmonella)"
"rph","rph(Salmonella)"
"rnhB","rnhB(Salmonella)"
"rnhA","rnhA(Salmonella)"
"rpsG","rpsG(Salmonella)"
"rpsT","rpsT(Salmonella)"
"rpsP","rpsP(Salmonella)"
"rpmD","rpmD(Salmonella)"
"rpmB","rpmB(Salmonella)"
"rplA","rplA(Salmonella)"
"rplS","rplS(Salmonella)"
"bfd","bfd(Salmonella)"
"pyrB","pyrB(Salmonella)"
"skp","skp(Salmonella)"
"nuoE","nuoE(Salmonella)"
"nuoC","nuoC(Salmonella)"
"nuoG","nuoG(Salmonella)"
"asrC","asrC(Salmonella)"
"mutS","mutS(Salmonella)"
"rplL","rplL(Salmonella)"
"mscL","mscL(Salmonella)"
"rplJ","rplJ(Salmonella)"
"prmB","prmB(Salmonella)"
"brnQ","brnQ(Salmonella)"
"recO","recO(Salmonella)"
"lepA","lepA(Salmonella)"
"crr","crr(Salmonella)"
"lepB","lepB(Salmonella)"
"pth","pth(Salmonella)"
"psiE","psiE(Salmonella)"
"gpt","gpt(Salmonella)"
"prs","prs(Salmonella)"
"adk","adk(Salmonella)"
"ppx","ppx(Salmonella)"
"yiiY","yiiY"
"gppA","gpp(Salmonella)"
"bioP","bioP(Salmonella)"
"yigI","yigI(Salmonella)"
"plsC","plsC(Salmonella)"
"yceD","yceD(Salmonella)"
"ahpC","ahpC(Salmonella)"
"yajD","yajD(Salmonella)"
"ubiX","ubiX(Salmonella)"
"stpA","stpA(Salmonella)"
"hns","hns(Salmonella)"
"sulA","sulA(Salmonella)"
"ihfA","ihfA(Salmonella)"
"hupB","hupB(Salmonella)"
"sirB2","sirB2(Salmonella)"
"hupA","hupA(Salmonella)"
"hisH","hisH(Salmonella)"
"pgtC","pgtC(Salmonella)"
"hisF","hisF(Salmonella)"
"pldA","pldA(Salmonella)"
"hfq","hfq(Salmonella)"
"nirD","nirD(Salmonella)"
"hemC","hemC(Salmonella)"
"hemA","hemA(Salmonella)"
"dnaB","dnaB(Salmonella)"
"gloA","gloA(Salmonella)"
"glnA","glnA(Salmonella)"
"gpsA","gpsA(Salmonella)"
"gapA","gapA(Salmonella)"
"fliG","fliG(Salmonella)"
"flgG","flgG(Salmonella)"
"flgE","flgE(Salmonella)"
"flgD","flgD(Salmonella)"
"flgC","flgC(Salmonella)"
"invA","invA(Salmonella)"
"exbB","exbB(Salmonella)"
"tufB","tufB(Salmonella)"
"fusA","fusA(Salmonella)"
"dsbI","dsbI"
"dnaQ","dnaQ(Salmonella)"
"dnaJ","dnaJ(Salmonella)"
"udp","udp(Salmonella)"
"dapF","dapF(Salmonella)"
"ddlA","ddlA(Salmonella)"
"cysK","cysK(Salmonella)"
"hemN","hemN(Salmonella)"
"cspH","cspD(Salmonella)"
"clpP","clpP(Salmonella)"
"groS","groS(Salmonella)"
"groL","groL(Salmonella)"
"ftsP","ftsP(Salmonella)"
"spaL","spaL"
"atpC","atpC(Salmonella)"
"aroF","aroF(Salmonella)"
"apaH","apaH(Salmonella)"
"cyaA","cyaA(Salmonella)"
"ilvE","ilvE(Salmonella)"
"alr","alr(Salmonella)"
"yciA","yciA(Salmonella)"
"livG","livG(Salmonella)"
"bcsA","bcsA(Salmonella)"
"bcsB","bcsB(Salmonella)"
"yfeO","yfeO(Salmonella)"
"glk","glk(Salmonella)"
"PSLT002","PSLT002(Salmonella)"
"PSLT034","PSLT034(Salmonella)"
"samB","samB(Salmonella)"
"ssb2","ssb2"
"traR","traR(Salmonella)"
"hisA","hisA(Salmonella)"
"hisD","hisD(Salmonella)"
"hisB","hisB(Salmonella)"
"rffG","rffG(Salmonella)"
"tdcB","tdcB(Salmonella)"
"phnR","phnR(Salmonella)"
"rbn","yihY(Salmonella)"
"STM1019","STM1019(Salmonella)"
"pyrF","pyrF(Salmonella)"
"aroA","aroA(Salmonella)"
"pyrC","pyrC(Salmonella)"
"oppA","oppA(Salmonella)"
"ushA","ushA(Salmonella)"
"pabA","pabA(Salmonella)"
"dadX","dadX(Salmonella)"
"araD","araD(Salmonella)"
"araA","araA(Salmonella)"
"rpoB","rpoB(Salmonella)"
"cheW","cheW(Salmonella)"
"dnaG","dnaG(Salmonella)"
"sodC","sodC(Salmonella)"
"purR","purR(Salmonella)"
"gshA","gshA(Salmonella)"
"pckA","pck(Salmonella)"
"cysU","cysU(Salmonella)"
"galS","galS(Salmonella)"
"malG","malG(Salmonella)"
"hpf","hpf(Salmonella)"
"uvrC","uvrC(Salmonella)"
"glgA","glgA(Salmonella)"
"ilvC","ilvC(Salmonella)"
"nrdA","nrdA(Salmonella)"
"metH","metH(Salmonella)"
"pefC","pefC(Salmonella)"
"tar","tar(Salmonella)"
"gmk","gmk(Salmonella)"
"flgB","flgB(Salmonella)"
"fliD","fliD(Salmonella)"
"flgF","flgF(Salmonella)"
"gdhA","gdhA(Salmonella)"
"pgi","pgi(Salmonella)"
"ubiC","ubiC(Salmonella)"
"plsB","plsB(Salmonella)"
"dinF","dinF(Salmonella)"
"zur","zur(Salmonella)"
"STM4259","STM4259(Salmonella)"
"STM4262","STM4262(Salmonella)"
"yjcD","ghxP(Salmonella)"
"yjcE","yjcE(Salmonella)"
"STM4270","STM4270(Salmonella)"
"actP","actP(Salmonella)"
"yjcH","yjcH(Salmonella)"
"acs","acs(Salmonella)"
"nrfA","nrfA(Salmonella)"
"nrfB","nrfB(Salmonella)"
"nrfD","nrfD(Salmonella)"
"nrfG","nrfG(Salmonella)"
"gltP","gltP(Salmonella)"
"fdhF","fdhF(Salmonella)"
"adi","adi(Salmonella)"
"dcuR","dcuR(Salmonella)"
"dcuS","dcuS(Salmonella)"
"STM4305","STM4305(Salmonella)"
"STM4307","STM4307(Salmonella)"
"yjdC","yjdC(Salmonella)"
"dsbD","dsbD(Salmonella)"
"blc","blc(Salmonella)"
"frdB","frdB(Salmonella)"
"psd","psd(Salmonella)"
"yjeF","nnr(Salmonella)"
"yjeE","tsaE(Salmonella)"
"hflX","hflX(Salmonella)"
"nsrR","nsrR(Salmonella)"
"rlmB","rlmB(Salmonella)"
"yjiJ","yjiJ(Salmonella)"
"yjiN","yjiN(Salmonella)"
"STM4518","STM4518(Salmonella)"
"STM4519","STM4519(Salmonella)"
"mrr","mrr(Salmonella)"
"yjiA","yjiA(Salmonella)"
"tsr","tsr(Salmonella)"
"STM4537","STM4537(Salmonella)"
"STM4538","STM4538(Salmonella)"
"STM4539","STM4539(Salmonella)"
"STM4540","STM4540(Salmonella)"
"mdoB","opgB(Salmonella)"
"dnaC","dnaC(Salmonella)"
"yjjB","yjjB(Salmonella)"
"yjjP","yjjP(Salmonella)"
"yjfP","yjfP(Salmonella)"
"STM4551","STM4551(Salmonella)"
"ulaD","ulaD(Salmonella)"
"ulaE","ulaE(Salmonella)"
"ulaF","ulaF(Salmonella)"
"rimI","rimI(Salmonella)"
"rpsR","rpsR(Salmonella)"
"rplI","rplI(Salmonella)"
"deoC","deoC(Salmonella)"
"deoD","deoD(Salmonella)"
"gpmB","ytjC(Salmonella)"
"fbp","fbp(Salmonella)"
"creB","creB(Salmonella)"
"creC","creC(Salmonella)"
"STM4418","STM4418(Salmonella)"
"sthE","sthE(Salmonella)"
"sthD","sthD(Salmonella)"
"STM4595","STM4595(Salmonella)"
"lasT","yjtD(Salmonella)"
"STM4432","STM4432(Salmonella)"
"STM4434","STM4434(Salmonella)"
"STM4446","STM4446(Salmonella)"
"STM4464","STM4464(Salmonella)"
"arcB","arcB(Salmonella)"
"STM4466","STM4466(Salmonella)"
"yjgK","tabA(Salmonella)"
"valS","valS(Salmonella)"
"holC","holC(Salmonella)"
"pepA","pepA(Salmonella)"
"yjgP","yjgP(Salmonella)"
"yjgQ","yjgQ(Salmonella)"
"idnT","idnT(Salmonella)"
"idnK","idnK(Salmonella)"
"yjgB","ahr(Salmonella)"
"STM4490","STM4490(Salmonella)"
"yeeN","yeeN(Salmonella)"
"trpS2","trpS2(Salmonella)"
"yedE","yedE(Salmonella)"
"STM0035","STM0035(Salmonella)"
"nhaA","nhaA(Salmonella)"
"STM0042","STM0042(Salmonella)"
"ileS","ileS(Salmonella)"
"rihC","rihC(Salmonella)"
"STM0052","STM0052(Salmonella)"
"STM0053","STM0053(Salmonella)"
"citC2","citC2(Salmonella)"
"citG1","citG1"
"dapB","dapB(Salmonella)"
"caiC","caiC(Salmonella)"
"caiT","caiT(Salmonella)"
"yaaU","yaaU(Salmonella)"
"kefF","kefF(Salmonella)"
"kefC","kefC(Salmonella)"
"folA","folA(Salmonella)"
