"old_names","new_names"
"recD","recD"
"recB","recB"
"ptrA","ptrA"
"recC","recC"
"ppdB","ppdB"
"thyA","thyA"
"aas","aas"
"STM3012","STM3012"
"lysA","lysA"
"qseC","qseC"
"tolC","tolC"
"yqiK","yqiK"
"ygiF","ygiF"
"folB","folB"
"aer","aer"
"yqeF","yqeF"
"fadH","fadH"
"rcnA","rcnA"
"sstT","sstT"
"stdB","stdB"
"stdA","stdA"
"yqjG","yqjG"
"yhaJ","yhaJ"
"yhaM","cyuA"
"STM3038","STM3038"
"tdcA","tdcA"
"yqfB","yqfB"
"bglA","bglA"
"garD","garD"
"gcvP","gcvP"
"gcvH","gcvH"
"visC","ubiI"
"STM3255","STM3255"
"gatZ","gatZ"
"argO","argO"
"STM3261","STM3261"
"STM3074","STM3074"
"yraM","lpoA"
"tktA","tktA"
"STM3080","STM3080"
"yhbT","ubiT"
"yhbW","yhbW"
"deaD","deaD"
"pnp","pnp"
"yggJ","rsmE"
"rbfA","rbfA"
"argG","argG"
"STM3098","STM3098"
"folP","folP"
"yggS","yggS"
"yggU","yggU"
"yggW","hemW"
"yggL","yggL"
"trmB","trmB"
"nupG","nupG"
"speC","speC"
"gltB","gltB"
"STM3334","STM3334"
"nanK","nanK"
"nanE2","nanE2"
"nanA","nanA"
"sspA","sspA"
"yhcM","zapE"
"degQ","degQ"
"STM3356","STM3356"
"hybD","hybD"
"hybB","hybB"
"STM3152","STM3152"
"msrQ","msrQ"
"yghA","yghA"
"yqhC","yqhC"
"yqhD","yqhD"
"dkgA","dkgA"
"STM3169","STM3169"
"panF","panF"
"acrE","acrE"
"acrF","acrF"
"aroE","aroE"
"tsaC","tsaC"
"def","def"
"fmt","fmt"
"rsmB","rsmB"
"rpsM","rpsM"
"tusB","tusB"
"tusD","tusD"
"kefB","kefB"
"yheS","yheS"
"yhfK","yhfK"
"gph","gph"
"rpe","rpe"
"hofQ","hofQ"
"yrfC","yrfC"
"mrcA","mrcA"
"yrfG","yrfG"
"hslO","hslO"
"yhgF","yhgF"
"STM3508","STM3508"
"nfuA","nfuA"
"STM3516","STM3516"
"STM3517","STM3517"
"rtcA","rtcA"
"rtcB","rtcB"
"STM3521","STM3521"
"glpD","glpD"
"STM3531","STM3531"
"STM3532","STM3532"
"STM3533","STM3533"
"glgP","glgP"
"glgB","glgB"
"gntU","gntU"
"yhhY","yhhY"
"STM3549","STM3549"
"ugpC","ugpC"
"ftsX","ftsX"
"ftsY","ftsY"
"zntA","zntA"
"yhhT","yhhT"
"acpT","acpT"
"yhiI","yhiI"
"dtpB","dtpB"
"gor","gor"
"STM3598","STM3598"
"STM3601","STM3601"
"STM3602","STM3602"
"treF","treF"
"STM3605","STM3605"
"yhjC","yhjC"
"yhjG","yhjG"
"kdgK","kdgK"
"bcsC","bcsC"
"bcsQ","bcsQ"
"dppC","dppC"
"STM3631","STM3631"
"STM3633","STM3633"
"tag","tag"
"bisC","bisC"
"ghrB","ghrB"
"torA","torA"
"torC","torC"
"torR","torR"
"yidA","yidA"
"yidC","yidC"
"yidZ","yidZ"
"yieF","yieF"
"yieG","adeP"
"glyS","glyS"
"STM3859","STM3859"
"STM3860","STM3860"
"glmS","glmS"
"xylA","xylA"
"atpG","atpG"
"avtA","avtA"
"asnA","asnA"
"viaA","viaA"
"yiaL","yiaL"
"kup","kup"
"rbsD","rbsD"
"yiaO","yiaO"
"rbsR","rbsR"
"yieO","hsrA"
"selB","selB"
"selA","selA"
"yibF","yibF"
"yihG","yihG"
"STM4012","STM4012"
"STM4013","STM4013"
"yibK","trmL"
"STM3696","STM3696"
"yihR","yihR"
"yihS","yihS"
"gpmI","gpmI"
"yibP","envC"
"yibD","waaH"
"STM4032","STM4032"
"fdhE","fdhE"
"kdtA","waaA"
"fdoG","fdoG"
"dfp","dfp"
"slmA","slmA"
"yigC","ubiD"
"ligB","ligB"
"spoT","spoT"
"spoU","trmH"
"recG","recG"
"cpxR","cpxR"
"fieF","fieF"
"sugR","sugR"
"STM3766","STM3766"
"STM3768","STM3768"
"STM3769","STM3769"
"STM3775","STM3775"
"lsrC","lsrC"
"lsrD","lsrD"
"STM3780","STM3780"
"STM3781","STM3781"
"lsrG","lsrG"
"lsrE","lsrE"
"tpiA","tpiA"
"ilvB","ilvB"
"glpX","glpX"
"STM3796a","STM3796a"
"glpF","glpF"
"STM3799","STM3799"
"dsdC","dsdC"
"dsdX","dsdX"
"dsdA","dsdA"
"priA","priA"
"metB","metB"
"metL","metL"
"STM4104","STM4104"
"gldA","gldA"
"fsa","fsa"
"frwC","frwC"
"frwB","frwB"
"pflD","pflD"
"frwD","frwD"
"ppc","ppc"
"argE","argE"
"argH","argH"
"aceB","aceB"
"STM4205","STM4205"
"STM4206","STM4206"
"lysC","lysC"
"tdcD","tdcD"
"metC","metC"
"gip","hyi"
"edd","edd"
"ybjX","ybjX"
"stfA","stfA"
"rsuA","rsuA"
"eutC","eutC"
"eutB","eutB"
"malE","malE"
"malK","malK"
"nuoH","nuoH"
"rplX","rplX"
"speB","speB"
"yebC","yebC"
"plsY","plsY"
"ung","ung"
"pheS","pheS"
"zupT","zupT"
"xseB","xseB"
"ymdB","ymdB"
"ybgI","ybgI"
"rimP","rimP"
"rpsJ","rpsJ"
"yejK","yejK"
"zapD","zapD"
"prmA","prmA"
"rraA","rraA"
"clpS","clpS"
"yggX","yggX"
"aat","aat"
"yeeX","tmaR"
"mdoG","opgG"
"ybeD","ybeD"
"uvrD","uvrD"
"trpH","rnm"
"mutM","mutM"
"rpsD","rpsD"
"rpsK","rpsK"
"cobS","cobS"
"cobU","cobU"
"cbiQ","cbiQ"
"cbiO","cbiO"
"rplF","rplF"
"rpmC","rpmC"
"rpmA","rpmA"
"mutY","mutY"
"trmJ","trmJ"
"talB","talB"
"bepA","bepA"
"tig","tig"
"surE","umpG"
"sucC","sucC"
"rplO","rplO"
"ribH","ribE"
"ribB","ribB"
"ribA","ribA"
"sthA","sthA"
"qseB","qseB"
"metK","metK"
"frr","frr"
"rpiA","rpiA"
"rnpA","rnpA"
"rnt","rnt"
"rpsI","rpsI"
"rpsB","rpsB"
"rpsS","rpsS"
"rpsQ","rpsQ"
"rpsO","rpsO"
"flhD","flhD"
"spvC","spvC"
"pduG","pduG"
"pduE","pduE"
"pduD","pduD"
"fliT","fliT"
"fliJ","fliJ"
"flgK","flgK"
"pduU","pduU"
"eutL","eutL"
"pduA","pduA"
"sctN1","sctN1"
"pduC","pduC"
"pduB","pduB"
"rfaF","waaF"
"sseD","sseD"
"alkB","alkB"
"crl","crl"
"ygiW","ygiW"
"sifA","sifA"
"sipB","sipB"
"pduK","pduK"
"pduN","pduN"
"pduP","pduP"
"pduQ","pduQ"
"pduS","pduS"
"pduT","pduT"
"pduV","pduV"
"pduX","pduX"
"proV","proV"
"ompD","ompD"
"sspH2","sspH2"
"sseL","sseL"
"sseJ","sseJ"
"cbiN","cbiN"
"recA","recA"
"yefM","yefM"
"cbiK","cbiK"
"yjjX","yjjX"
"eutS","eutS"
"eutQ","eutQ"
"eutK","eutK"
"nadK","nadK"
"rfbB","rfbB"
"rmlA","rfbA"
"rfbV","rfbV"
"wzzB","wzzB"
"degP","degP"
"cbiM","cbiM"
"sscA","sscA"
"pduJ","pduJ"
"sscB","sscB"
"sseB","sseB"
"sseC","sseC"
"fabI","fabI"
"sopB","sopB"
"lpxO","lpxO"
"ssaE","ssaE"
"gmhB","gmhB"
"pagP","pagP"
"sopD2","sopD2"
"aadA","aadA"
"pipB","pipB"
"ydiV","rflP"
"ycfR","bhsA"
"ackA","ackA"
"sseK1","sseK1"
"thiC","thiC"
"aroD","aroD"
"trpA","trpA"
"sctL2","sctL2"
"sctN2","sctN2"
"sptP","sptP"
"ilvA","ilvA"
"sopD","sopD"
"spaP","spaP"
"sodC1","sodC1"
"adiC","adiC"
"fliC","fliC"
"fliS","fliS"
"flgM","flgM"
"rfaC","waaC"
"fliI","fliI"
"fliK","fliK"
"rfbC","rfbC"
"rfbD","rfbD"
"ydeI","ydeI"
"prgI","prgI"
"slrP","slrP"
"ssaQ","ssaQ"
"prpD","prpD"
"trkH","trkH"
"wecA","rfe"
"cof","cof"
"cobT","cobT"
"eutM","eutM"
"gnd","gnd"
"steC","steC"
"ycgR","ycgR"
"pduH","pduH"
"sopA","sopA"
"mdtA","mdtA"
"sseK2","sseK2"
"pipB2","pipB2"
"gutQ","gutQ"
"sctC1","sctC1"
"prpE","prpE"
"ridA","ridA"
"yigG","yigG"
"sopE2","sopE2"
"flgN","flgN"
"STM3697","STM3697"
"glpK","glpK"
"fliF","fliF"
"sicA","sicA"
"pduM","pduM"
"treR","treR"
"mgtA","mgtA"
"sapA","sapA"
"basS","basS"
"basR","basR"
"eptA","eptA"
"trmD","trmD"
"cpdB","cpdB"
"cobC","cobC"
"miaA","miaA"
"phsC","phsC"
"phsA","phsA"
"smvA","smvA"
"narU","narU"
"proY","proY"
"sinR","sinR"
"wecG","rffM"
"pduF","pduF"
"trpR","trpR"
"ptsG","ptsG"
"nusA","nusA"
"kbl","kbl"
"menE","menE"
"murB","murB"
"birA","birA"
"PSLT051","PSLT051"
"metAS","metAS"
"leuB","leuB"
"gyrA","gyrA"
"btuB","btuB"
"hemH","hemH"
"panE","panE"
"fimF","fimF"
"fimH","sfmH"
"fimD","fimD"
"fimI","fimI"
"fimA","fimA"
"murJ","murJ"
"cysJ","cysJ"
"dnaA","dnaA"
"cysB","cysB"
"deoA","deoA"
"pmbA","pmbA"
"ytfM","ytfM"
"frdA","frdA"
"phnA","yjdM"
"rhaM","rhaM"
"fdoI","fdoI"
"pepQ","pepQ"
"atpF","atpF"
"STM3770","STM3770"
"yiaM","yiaM"
"dppB","dppB"
"pitA","pitA"
"yrfE","nudE"
"rplP","rplP"
"iscR","iscR"
"yrbE","mlaE"
"yrbD","mlaD"
"yfhJ","iscX"
"ispB","ispB"
"nlpI","nlpI"
"bcp","bcp"
"gatY","gatY"
"hybG","hybG"
"nuoI","nuoI"
"STM3136","STM3136"
"STM3134","STM3134"
"elaA","elaA"
"fba","fbaA"
"sdhE","sdhE"
"lysR","lysR"
"ygbL","ygbL"
"hycF","hycF"
"corE","ypjD"
"tsaB","tsaB"
"ycfU","lolC"
"ycfF","ycfF"
"secF","secF"
"yajC","yajC"
"hemB","hemB"
"dniR","mltD"
"dmsC","dmsC"
"erpA","erpA"
"ftsL","ftsL"
"cydB","cydB"
"sdhD","sdhD"
"STM0857","STM0857"
"rimO","rimO"
"gsiC","gsiC"
"entH","entH"
"fepE","fepE"
"aroG","aroG"
"sdhB","sdhB"
"pxpA","pxpA"
"kdpA","kdpA"
"kdpB","kdpB"
"gcl","gcl"
"ybbN","cnoX"
"copA","copA"
"yajQ","yajQ"
"yajF","mak"
"STM0333","STM0333"
"dxr","dxr"
"gcd","gcd"
"mutT","mutT"
"mraY","mraY"
"mraZ","mraZ"
"citE2","citE2"
"ttrC","ttrC"
"ttrA","ttrA"
"nadA","nadA"
"pyrD","pyrD"
"epmA","epmA"
"carA","carA"
"miaB","miaB"
"hpaR","hpaR"
"mntH","mntH"
"allS","allS"
"pepB","pepB"
"pheT","pheT"
"STM4489","STM4489"
"idnR","idnR"
"treC","treC"
"STM4433","STM4433"
"STM4431","STM4431"
"STM4421","STM4421"
"STM4419","STM4419"
"creD","creD"
"ytfN","tamB"
"msrA","msrA"
"stjB","stjB"
"ytfB","ytfB"
"yjfC","yjfC"
"menA","menA"
"emrD","emrD"
"fpr","fpr"
"STM3782","STM3782"
"STM4068","STM4068"
"STM4065","STM4065"
"cpxP","cpxP"
"STM4053","STM4053"
"STM4052","STM4052"
"rhaD","rhaD"
"STM4044","STM4044"
"STM4042a","STM4042a"
"STM3736","STM3736"
"STM4014","STM4014"
"lldP","lldP"
"STM4010","STM4010"
"mtlD","mtlD"
"rdoA","rdoA"
"mobA","mobA"
"mobB","mobB"
"sgbE","sgbE"
"sgbU","sgbU"
"sgbH","sgbH"
"yiaN","yiaN"
"yiaJ","plaR"
"mnmG","mnmG"
"xylR","xylR"
"yiaB","yiaB"
"STM3858","STM3858"
"mdtL","mdtL"
"mnmE","mnmE"
"STM3834","STM3834"
"torT","torT"
"dppA","dppA"
"yhhJ","yhhJ"
"STM3529","STM3529"
"malP","malP"
"gntT","gntT"
"greB","greB"
"yheT","yheT"
"fkpA","fkpA"
"secY","secY"
"STM3170","STM3170"
"STM3167","STM3167"
"STM3166","STM3166"
"mreC","mreC"
"aaeB","aaeB"
"STM3350","STM3350"
"yhcB","zapG"
"uxaC","uxaC"
"STM3129","STM3129"
"yhcH","yhcH"
"STM3333","STM3333"
"STM3122","STM3122"
"yhbN","lptA"
"yrbG","yrbG"
"rdgB","rdgB"
"dacB","dacB"
"rlmE","rlmE"
"yqgF","yqgF"
"yqgE","yqgE"
"truB","truB"
"STM3083","STM3083"
"STM3075","STM3075"
"yraL","rsmI"
"STM3073","STM3073"
"STM3260","STM3260"
"serA","serA"
"ygfA","ygfA"
"ygfB","ygfB"
"pepP","pepP"
"ubiH","ubiH"
"STM3254","STM3254"
"ygfZ","ygfZ"
"tdcE","tdcE"
"tdcG","tdcG"
"yqjF","yqjF"
"ygjQ","ygjQ"
"STM3020","STM3020"
"patA","patA"
"kduI","kduI"
"STM3216","STM3216"
"yqjH","nfeF"
"glnE","glnE"
"ubiK","ubiK"
"icc","cpdA"
"ygdH","ppnN"
"yqcC","yqcC"
"cysN","cysN"
"STM2922","STM2922"
"hycD","hycD"
"STM2591","STM2591"
"STM2759","STM2759"
"pdxJ","pdxJ"
"STM2751","STM2751"
"yfhH","yfhH"
"cadC","cadC"
"hscB","hscB"
"hscA","hscA"
"STM2730","STM2730"
"STM2528","STM2528"
"guaA","guaA"
"dapA","dapA"
"trxC","trxC"
"xapB","xapB"
"xapR","xapR"
"yfcF","yfcF"
"nuoM","nuoM"
"arnF","arnF"
"STM2274","STM2274"
"yejA","yejA"
"cdd","cdd"
"btsR","btsR"
"mdtC","mdtC"
"sbcB","sbcB"
"cutC","cutC"
"aspS","aspS"
"znuB","znuB"
"pphA","pphA"
"yebR","msrC"
"STM1843","STM1843"
"STM1792","STM1792"
"ychM","dauA"
"ydaL","smrA"
"ldhA","ldhA"
"ydcR","ydcR"
"yncD","yncD"
"STM1575","STM1575"
"STM1535","STM1535"
"clcB","clcB"
"rstB","rstB"
"pdxH","pdxH"
"nagZ","nagZ"
"ydhC","punC"
"ycfH","ycfH"
"fabF","fabF"
"orf32","orf32"
"ynhG","ldtE"
"STM1158","STM1158"
"STM1368","STM1368"
"STM1132","STM1132"
"ydiN","ydiN"
"STM1109","STM1109"
"hpaX","hpaX"
"hpaE","hpaE"
"thrS","thrS"
"copR","copR"
"yccA","yccA"
"cho","cho"
"rlmL","rlmL"
"yeaJ","dgcJ"
"nagK","nagK"
"ycaD","ycaD"
"ilvH","ilvH"
"mglB","mglB"
"cysZ","cysZ"
"manC","cpsB"
"hmp","hmp"
"galE","galE"
"galT","galT"
"galK","galK"
"trmA","trmA"
"mgtB","mgtB"
"ssaU","ssaU"
"ssaT","ssaT"
"phnV","phnV"
"phnS","phnS"
"umuC","umuC"
"pncB","pncB"
"fhuB","fhuB"
"fabD","fabD"
"ubiD","ubiD"
"ompL","ompL"
"ssaV","ssaV"
"dnaX","dnaX"
"hisG","hisG"
"rfbH","rfbH"
"pykF","pykF"
"aroB","aroB"
"hin","hin"
"bamA","bamA"
"trpC","trpC"
"trpGD","trpD"
"trpE","trpE"
"feoB","feoB"
"purM","purM"
"pduW","pduW"
"tyrB","tyrB"
"ssaN","ssaN"
"udk","udk"
"arnT","arnT"
"trxA","trxA"
"ompR","ompR"
"rplM","rplM"
"nusG","nusG"
"eutH","eutH"
"eutG","eutG"
"apbE","ftp"
"hisS","hisS"
"mglC","mglC"
"livF","livF"
"ubiB","ubiB"
"ilvY","ilvY"
"rdgC","rdgC"
"pyrH","pyrH"
"tmk","tmk"
"kdsA","kdsA"
"yciB","yciB"
"purC","purC"
"purA","purA"
"proB","proB"
"ppa","ppa"
"pfkA","pfkA"
"panD","panD"
"orn","orn"
"rsxE","rsxE"
"kefG","kefG"
"murA","murA"
"msrB","msrB"
"yedP","yedP"
"moaE","moaE"
"moaA","moaA"
"minE","minE"
"mgsA","mgsA"
"uhpT","uhpT"
"uhpC","uhpC"
"prlC","prlC"
"dcp","dcp"
"rhaA","rhaA"
"rhaB","rhaB"
"purH","purH"
"parC","parC"
"waaK","waaK"
"malF","malF"
"lamB","lamB"
"dnaN","dnaN"
"fliM","fliM"
"fliL","fliL"
"rfbP","rfbP"
"rfbK","rfbK"
"rfbM","rfbM"
"rfbN","rfbN"
"rfbU","rfbU"
"rfbX","rfbX"
"wcaL","wcaL"
"cysM","cysM"
"cysE","cysE"
"nanH","nanH"
"lysS","lysS"
"recF","recF"
"PSLT068","PSLT068"
"nadR","nadR"
"STM3120","STM3120"
"nhoA","nhoA"
"proQ","proQ"
"mtnN","mtnN"
"yjgA","yjgA"
"pdxB","pdxB"
"nanE1","nanE1"
"rplC","rplC"
"rplB","rplB"
"lolD","lolD"
"rplV","rplV"
"purN","purN"
"wcaJ","wcaJ"
"stfF","stfF"
"srfJ","srfJ"
"tcp","tcp"
"arnE","arnE"
"arnC","arnC"
"dinB","dinB"
"deoB","deoB"
"dcd","dcd"
"crcB","crcB"
"clsA","clsA"
"sdhC","sdhC"
"aroL","aroL"
"aroK","aroK"
"argB","argB"
"hybF","hybF"
"nikR","nikR"
"ihfB","ihfB"
"speA","speA"
"greA","greA"
"rsmG","rsmG"
"gcvT","gcvT"
"folE","folE"
"ftsB","nrdB"
"fixB","fixB"
"eno","eno"
"engB","yihA"
"tsf","tsf"
"yeiP","yeiP"
"efp","efp"
"ilvG","ilvG"
"wzxE","wzxE"
"rhtC","rhtC"
"rhtB","rhtB"
"pldB","pldB"
"ubiJ","ubiJ"
"tatD","tatD"
"yigZ","yigZ"
"hemG","hemG"
"nrdD","nrdD"
"nrdG","nrdG"
"thiI","thiI"
"serC","serC"
"motA","motA"
"thiD","thiD"
"yajL","yajL"
"amiB","amiB"
"pepT","pepT"
"cysQ","cysQ"
"mdh","mdh"
"gltI","gltI"
"infB","infB"
"tonB","tonB"
"nirC","nirC"
"cysG","cysG"
"thiF","thiF"
"thiE","thiE"
"nudC","nudC"
"hemE","hemE"
"yihT","yihT"
"yihP","yihP"
"yihO","yihO"
"aroC","aroC"
"pdxA","pdxA"
"asnS","asnS"
"folD","folD"
"ispG","ispG"
"aspC","aspC"
"yhdE","yhdE"
"yceF","yceF"
"gshB","gshB"
"suhB","suhB"
"dtd","dtd"
"solA","solA"
"argP","argP"
"htpG","htpG"
"ygiK","ygiK"
"nfi","nfi"
"atpE","atpE"
"cyaY","cyaY"
"fliR","fliR"
