"old_names","new_names"
"cpdB","cpdB(Salmonella)"
"cptA","ygfX(Salmonella)"
"cpxA","cpxA(Salmonella)"
"CpxA","CpxA"
"cpxP","cpxP(Salmonella)"
"cpxR","cpxR(Salmonella)"
"CpxR","CpxR"
"cra","cra(Salmonella)"
"crcB","crcB(Salmonella)"
"creA","creA(Salmonella)"
"creB","creB(Salmonella)"
"creC","creC(Salmonella)"
"creD","creD(Salmonella)"
"crl","crl(Salmonella)"
"crp","crp(Salmonella)"
"CRP","CRP"
"crr","crr(Salmonella)"
"csdA","csdA(Salmonella)"
"csgA","csgA(Salmonella)"
"csgB","csgB(Salmonella)"
"csgC","csgC(Salmonella)"
"csgD","csgD(Salmonella)"
"csgE","csgE(Salmonella)"
"csgF","csgF(Salmonella)"
"csgG","csgG(Salmonella)"
"csiE","csiE(Salmonella)"
"cspA","cspA(Salmonella)"
"cspC","cspC(Salmonella)"
"cspD","cspD(Salmonella)"
"cspE","cspE(Salmonella)"
"cspH","cspD(Salmonella)"
"cspJ","cspJ(Salmonella)"
"csrA","csrA(Salmonella)"
"cstA","cstA(Salmonella)"
"cueO","cueO(Salmonella)"
"cueR","cueR(Salmonella)"
"cutA","cutA(Salmonella)"
"cutC","cutC(Salmonella)"
"cvpA","cvpA(Salmonella)"
"cyaA","cyaA(Salmonella)"
"cyaY","cyaY(Salmonella)"
"cybB","cybB(Salmonella)"
"cybC","cybC(Salmonella)"
"cycA","cycA(Salmonella)"
"cydA","cydA(Salmonella)"
"cydB","cydB(Salmonella)"
"cydC","cydC(Salmonella)"
"cydD","cydD(Salmonella)"
"cyoA","cyoA(Salmonella)"
"cyoB","cyoB(Salmonella)"
"cyoC","cyoC(Salmonella)"
"cyoD","cyoD(Salmonella)"
"cyoE","cyoE(Salmonella)"
"cypD","cypD(Salmonella)"
"cysA","cysA(Salmonella)"
"cysB","cysB(Salmonella)"
"cysC","cysC(Salmonella)"
"cysD","cysD(Salmonella)"
"cysE","cysE(Salmonella)"
"cysG","cysG(Salmonella)"
"cysH","cysH(Salmonella)"
"cysI","cysI(Salmonella)"
"cysJ","cysJ(Salmonella)"
"cysK","cysK(Salmonella)"
"cysM","cysM(Salmonella)"
"cysN","cysN(Salmonella)"
"cysP","cysP(Salmonella)"
"cysQ","cysQ(Salmonella)"
"cysS","cysS(Salmonella)"
"cysU","cysU(Salmonella)"
"cysW","cysW(Salmonella)"
"cysZ","cysZ(Salmonella)"
"cytR","cytR(Salmonella)"
"dacA","dacA(Salmonella)"
"dacB","dacB(Salmonella)"
"dacC","dacC(Salmonella)"
"dacD","dacD(Salmonella)"
"dadA","dadA(Salmonella)"
"dadX","dadX(Salmonella)"
"dam","dam(Salmonella)"
"damX","damX(Salmonella)"
"dapA","dapA(Salmonella)"
"dapB","dapB(Salmonella)"
"dapD","dapD(Salmonella)"
"dapE","dapE(Salmonella)"
"dapF","dapF(Salmonella)"
"dbpA","dbpA(Salmonella)"
"dcd","dcd(Salmonella)"
"dcm","dcm(Salmonella)"
"dcoB","dcoB(Salmonella)"
"dcp","dcp(Salmonella)"
"dctA","dctA(Salmonella)"
"dcuA","dcuA(Salmonella)"
"dcuB","dcuB(Salmonella)"
"dcuC","dcuC(Salmonella)"
"dcuR","dcuR(Salmonella)"
"dcuS","dcuS(Salmonella)"
"dcyD","dcyD(Salmonella)"
"ddg","lpxP(Salmonella)"
"ddlA","ddlA(Salmonella)"
"ddlB","ddlB(Salmonella)"
"deaD","deaD(Salmonella)"
"dedA","dedA(Salmonella)"
"dedD","dedD(Salmonella)"
"def","def(Salmonella)"
"degP","degP(Salmonella)"
"degQ","degQ(Salmonella)"
"degS","degS(Salmonella)"
"deoA","deoA(Salmonella)"
"deoB","deoB(Salmonella)"
"deoC","deoC(Salmonella)"
"deoD","deoD(Salmonella)"
"deoR","deoR(Salmonella)"
"der","der(Salmonella)"
"dfp","dfp(Salmonella)"
"dfr1","dfr1"
"dfrA","dfrA"
"dfrA1","dfrA1"
"dfrA10","dfrA10"
"dfrA12","dfrA12"
"dfrA14","dfrA14"
"dfrA15","dfrA15"
"dfrA15b","dfrA15b"
"dfrA16","dfrA16"
"dfrA17","dfrA17"
"dfrA20","dfrA20"
"dfrA21","dfrA21"
"dfrA22","dfrA22"
"dfrA23","dfrA23"
"dfrA25","dfrA25"
"dfrA27","dfrA27"
"dfrA32","dfrA32"
"dfrA5","dfrA5"
"dfrA7","dfrA7"
"dfrA8","dfrA8"
"dfrB3","dfrB3"
"dfrB6","dfrB6"
"dfrI","dfrI"
"dgcQ","dgcQ(Salmonella)"
"dgkA","dgkA(Salmonella)"
"dgoD","dgoD(Salmonella)"
"dgoK","dgoK(Salmonella)"
"dgoR","dgoR(Salmonella)"
"dgoT","dgoT(Salmonella)"
"dgt","dgt(Salmonella)"
"dhfrI","dhfrI"
"dhfrIX","dhfrIX"
"dhfrXII","dhfrXII"
"diaA","diaA(Salmonella)"
"dinB","dinB(Salmonella)"
"dinF","dinF(Salmonella)"
"dinG","dinG(Salmonella)"
"dinI","dinI(Salmonella)"
"djlA","djlA(Salmonella)"
"dkgA","dkgA(Salmonella)"
"dkgB","dkgB(Salmonella)"
"dksA","dksA(Salmonella)"
"dld","dld(Salmonella)"
"dlgD","dlgD"
"dmsA","dmsA(Salmonella)"
"dmsB","dmsB(Salmonella)"
"dmsC","dmsC(Salmonella)"
"dmsD","dmsD(Salmonella)"
"dnaA","dnaA(Salmonella)"
"dnaB","dnaB(Salmonella)"
"dnaC","dnaC(Salmonella)"
"dnaE","dnaE(Salmonella)"
"dnaG","dnaG(Salmonella)"
"dnaJ","dnaJ(Salmonella)"
"dnaK","dnaK(Salmonella)"
"dnaN","dnaN(Salmonella)"
"dnaQ","dnaQ(Salmonella)"
"dnaT","dnaT(Salmonella)"
"dnaX","dnaX(Salmonella)"
"dniR","mltD(Salmonella)"
"dokD","dokD"
"dpaL","dpaL"
"dpiA","dpiA(Salmonella)"
"dpiB","dpiB(Salmonella)"
"dppA","dppA(Salmonella)"
"dppB","dppB(Salmonella)"
"dppC","dppC(Salmonella)"
"dppD","dppD(Salmonella)"
"dppF","dppF(Salmonella)"
"dps","dps(Salmonella)"
"drfA12","drfA12"
"dsbA","dsbA(Salmonella)"
"dsbB","dsbB(Salmonella)"
"dsbC","dsbC(Salmonella)"
"dsbD","dsbD(Salmonella)"
"dsbE1","dsbE1"
"dsbG","dsbG(Salmonella)"
"dsbI","dsbI"
"dsbL","dsbL"
"dsdA","dsdA(Salmonella)"
"dsdC","dsdC(Salmonella)"
"dsdX","dsdX(Salmonella)"
"dsrB","dsrB(Salmonella)"
"dtd","dtd(Salmonella)"
"dtnK","dtnK"
"dtpA","dtpA(Salmonella)"
"dtpB","dtpB(Salmonella)"
"dtpD","dtpD(Salmonella)"
"dusA","dusA(Salmonella)"
"dusB","dusB(Salmonella)"
"dusC","dusC(Salmonella)"
"dut","dut(Salmonella)"
"dxr","dxr(Salmonella)"
"dxs","dxs(Salmonella)"
"eamA","eamA(Salmonella)"
"eamB","eamB(Salmonella)"
"ecnA","ecnA(Salmonella)"
"ecnB","ecnB(Salmonella)"
"ecnR","ecnR(Salmonella)"
"eco","eco(Salmonella)"
"eda","eda(Salmonella)"
"edd","edd(Salmonella)"
"efp","efp(Salmonella)"
"elaA","elaA(Salmonella)"
"elaB","elaB(Salmonella)"
"emrA","emrA(Salmonella)"
"emrB","emrB(Salmonella)"
"emrD","emrD(Salmonella)"
"emrR","mprA(Salmonella)"
"emtA","emtA(Salmonella)"
"endA","endA(Salmonella)"
"engB","yihA(Salmonella)"
"eno","eno(Salmonella)"
"entA","entA(Salmonella)"
"entB","entB(Salmonella)"
"entC","entC(Salmonella)"
"entD","entD(Salmonella)"
"entE","entE(Salmonella)"
"entF","entF(Salmonella)"
"entH","entH(Salmonella)"
"entS","entS(Salmonella)"
"envE","envE(Salmonella)"
"envF","envF(Salmonella)"
"envR","envR(Salmonella)"
"envZ","envZ(Salmonella)"
"epd","epd(Salmonella)"
"epmA","epmA(Salmonella)"
"epmB","epmB(Salmonella)"
"eptA","eptA(Salmonella)"
"eptB","eptB(Salmonella)"
"era","era(Salmonella)"
"ereA","ereA"
"ereA2","ereA2"
"erfK","ldtA(Salmonella)"
"ermB","ermB"
"erpA","erpA(Salmonella)"
"errn(c)","errn(c)"
"eutA","eutA(Salmonella)"
"eutB","eutB(Salmonella)"
"eutC","eutC(Salmonella)"
"eutD","eutD(Salmonella)"
"eutE","eutE(Salmonella)"
"eutG","eutG(Salmonella)"
"eutH","eutH(Salmonella)"
"eutJ","eutJ(Salmonella)"
"eutK","eutK(Salmonella)"
"eutL","eutL(Salmonella)"
"eutM","eutM(Salmonella)"
"eutN","eutN(Salmonella)"
"eutP","eutP(Salmonella)"
"eutQ","eutQ(Salmonella)"
"eutR","eutR(Salmonella)"
"eutS","eutS(Salmonella)"
"eutT","eutT(Salmonella)"
"exbB","exbB(Salmonella)"
"exbD","exbD(Salmonella)"
"exoX","exoX(Salmonella)"
"fabA","fabA(Salmonella)"
"fabB","fabB(Salmonella)"
"fabD","fabD(Salmonella)"
"fabF","fabF(Salmonella)"
"fabG","fabG(Salmonella)"
"fabH","fabH(Salmonella)"
"fabI","fabI(Salmonella)"
"fabR","fabR(Salmonella)"
"fabZ","fabZ(Salmonella)"
"fadA","fadA(Salmonella)"
"fadB","fadB(Salmonella)"
"fadD","fadD(Salmonella)"
"fadE","fadE(Salmonella)"
"fadH","fadH(Salmonella)"
"fadI","fadI(Salmonella)"
"fadJ","fadJ(Salmonella)"
"fadL","fadL(Salmonella)"
"fadR","fadR(Salmonella)"
"fba","fbaA(Salmonella)"
"fbaB","fbaB(Salmonella)"
"fbp","fbp(Salmonella)"
"fdhD","fdhD(Salmonella)"
"fdhE","fdhE(Salmonella)"
"fdhF","fdhF(Salmonella)"
"fdnG","fdnG(Salmonella)"
"fdnH","fdnH(Salmonella)"
"fdnI","fdnI(Salmonella)"
"fdoG","fdoG(Salmonella)"
"fdoH","fdoH(Salmonella)"
"fdoI","fdoI(Salmonella)"
"fdrA","fdrA(Salmonella)"
"fdx","fdx(Salmonella)"
"feoA","feoA(Salmonella)"
"feoB","feoB(Salmonella)"
"feoC","feoC(Salmonella)"
"fepA","fepA(Salmonella)"
"fepB","fepB(Salmonella)"
"fepC","fepC(Salmonella)"
"fepD","fepD(Salmonella)"
"fepE","fepE(Salmonella)"
"fepG","fepG(Salmonella)"
"fes","fes(Salmonella)"
"ffh","ffh(Salmonella)"
"fhlA","fhlA(Salmonella)"
"fhuA","fhuA(Salmonella)"
"fhuB","fhuB(Salmonella)"
"fhuC","fhuC(Salmonella)"
"fhuD","fhuD(Salmonella)"
"fhuE","fhuE(Salmonella)"
"fhuF","fhuF(Salmonella)"
"fic","fic(Salmonella)"
"fidL","fidL(Salmonella)"
"fieF","fieF(Salmonella)"
"fijA","fijA"
"fimA","fimA(Salmonella)"
"fimB","fimB(Salmonella)"
"fimC","fimC(Salmonella)"
"fimD","fimD(Salmonella)"
"fimF","fimF(Salmonella)"
"fimH","sfmH(Salmonella)"
"fimI","fimI(Salmonella)"
"fimW","fimW(Salmonella)"
"fimY","fimY(Salmonella)"
"fimZ","fimZ(Salmonella)"
"finO","finO(Salmonella)"
"finP","finP(Salmonella)"
"fis","fis(Salmonella)"
"fixA","fixA(Salmonella)"
"fixB","fixB(Salmonella)"
"fixC","fixC(Salmonella)"
"fixX","fixX(Salmonella)"
"fklB","fklB(Salmonella)"
"fkpA","fkpA(Salmonella)"
"fldA","fldA(Salmonella)"
